0.0, 0.8
0.001, 0.8002
0.002, 0.8004
0.003, 0.8006
0.004, 0.8008
0.005, 0.801
0.006, 0.8012
0.007, 0.8014
0.008, 0.8016
0.009, 0.8018
0.01, 0.802
0.011, 0.8022
0.012, 0.8024
0.013, 0.8026
0.014, 0.8028
0.015, 0.803
0.016, 0.8032
0.017, 0.8034
0.018, 0.8036
0.019, 0.8038
0.02, 0.804
0.021, 0.8042
0.022, 0.8044
0.023, 0.8046
0.024, 0.8048
0.025, 0.805
0.026, 0.8052
0.027, 0.8054
0.028, 0.8056
0.029, 0.8058
0.03, 0.806
0.031, 0.8062
0.032, 0.8064
0.033, 0.8066
0.034, 0.8068
0.035, 0.807
0.036, 0.8072
0.037, 0.8074
0.038, 0.8076
0.039, 0.8078
0.04, 0.808
0.041, 0.8082
0.042, 0.8084
0.043, 0.8086
0.044, 0.8088
0.045, 0.809
0.046, 0.8092
0.047, 0.8094
0.048, 0.8096
0.049, 0.8098
0.05, 0.81
0.051, 0.8102
0.052, 0.8104
0.053, 0.8106
0.054, 0.8108
0.055, 0.811
0.056, 0.8112
0.057, 0.8114
0.058, 0.8116
0.059, 0.8118
0.06, 0.812
0.061, 0.8122
0.062, 0.8124
0.063, 0.8126
0.064, 0.8128
0.065, 0.813
0.066, 0.8132
0.067, 0.8134
0.068, 0.8136
0.069, 0.8138
0.07, 0.814
0.071, 0.8142
0.072, 0.8144
0.073, 0.8146
0.074, 0.8148
0.075, 0.815
0.076, 0.8152
0.077, 0.8154
0.078, 0.8156
0.079, 0.8158
0.08, 0.816
0.081, 0.8162
0.082, 0.8164
0.083, 0.8166
0.084, 0.8168
0.085, 0.817
0.086, 0.8172
0.087, 0.8174
0.088, 0.8176
0.089, 0.8178
0.09, 0.818
0.091, 0.8182
0.092, 0.8184
0.093, 0.8186
0.094, 0.8188
0.095, 0.819
0.096, 0.8192
0.097, 0.8194
0.098, 0.8196
0.099, 0.8198
0.1, 0.82
0.101, 0.8202
0.102, 0.8204
0.103, 0.8206
0.104, 0.8208
0.105, 0.821
0.106, 0.8212
0.107, 0.8214
0.108, 0.8216
0.109, 0.8218
0.11, 0.822
0.111, 0.8222
0.112, 0.8224
0.113, 0.8226
0.114, 0.8228
0.115, 0.823
0.116, 0.8232
0.117, 0.8234
0.118, 0.8236
0.119, 0.8238
0.12, 0.824
0.121, 0.8242
0.122, 0.8244
0.123, 0.8246
0.124, 0.8248
0.125, 0.825
0.126, 0.8252
0.127, 0.8254
0.128, 0.8256
0.129, 0.8258
0.13, 0.826
0.131, 0.8262
0.132, 0.8264
0.133, 0.8266
0.134, 0.8268
0.135, 0.827
0.136, 0.8272
0.137, 0.8274
0.138, 0.8276
0.139, 0.8278
0.14, 0.828
0.141, 0.8282
0.142, 0.8284
0.143, 0.8286
0.144, 0.8288
0.145, 0.829
0.146, 0.8292
0.147, 0.8294
0.148, 0.8296
0.149, 0.8298
0.15, 0.83
0.151, 0.8302
0.152, 0.8304
0.153, 0.8306
0.154, 0.8308
0.155, 0.831
0.156, 0.8312
0.157, 0.8314
0.158, 0.8316
0.159, 0.8318
0.16, 0.832
0.161, 0.8322
0.162, 0.8324
0.163, 0.8326
0.164, 0.8328
0.165, 0.833
0.166, 0.8332
0.167, 0.8334
0.168, 0.8336
0.169, 0.8338
0.17, 0.834
0.171, 0.8342
0.172, 0.8344
0.173, 0.8346
0.174, 0.8348
0.175, 0.835
0.176, 0.8352
0.177, 0.8354
0.178, 0.8356
0.179, 0.8358
0.18, 0.836
0.181, 0.8362
0.182, 0.8364
0.183, 0.8366
0.184, 0.8368
0.185, 0.837
0.186, 0.8372
0.187, 0.8374
0.188, 0.8376
0.189, 0.8378
0.19, 0.838
0.191, 0.8382
0.192, 0.8384
0.193, 0.8386
0.194, 0.8388
0.195, 0.839
0.196, 0.8392
0.197, 0.8394
0.198, 0.8396
0.199, 0.8398
0.2, 0.84
0.201, 0.8402
