0, 299.0
1, 149.5
2, 100.0
3, 75.5
4, 61.0
5, 51.5
6, 44.8571428571
7, 40.0
8, 36.3333333333
9, 33.5
10, 31.2727272727
11, 29.5
12, 28.0769230769
13, 26.9285714286
14, 26.0
15, 25.25
16, 24.6470588235
17, 24.1666666667
18, 23.7894736842
19, 23.5
20, 23.2857142857
21, 23.1363636364
22, 23.0434782609
23, 23.0
24, 23.0
25, 23.0384615385
26, 23.1111111111
27, 23.2142857143
28, 23.3448275862
29, 23.5
30, 23.6774193548
31, 23.875
32, 24.0909090909
33, 24.3235294118
34, 24.5714285714
35, 24.8333333333
36, 25.1081081081
37, 25.3947368421
38, 25.6923076923
39, 26.0
40, 26.3170731707
41, 26.6428571429
42, 26.976744186
43, 27.3181818182
44, 27.6666666667
45, 28.0217391304
46, 28.3829787234
47, 28.75
48, 29.1224489796
49, 29.5
