0, 199.0
1, 99.5
2, 66.6666666667
3, 50.5
4, 41.0
5, 34.8333333333
6, 30.5714285714
7, 27.5
8, 25.2222222222
9, 23.5
10, 22.1818181818
11, 21.1666666667
12, 20.3846153846
13, 19.7857142857
14, 19.3333333333
15, 19.0
16, 18.7647058824
17, 18.6111111111
18, 18.5263157895
19, 18.5
20, 18.5238095238
21, 18.5909090909
22, 18.6956521739
23, 18.8333333333
24, 19.0
25, 19.1923076923
26, 19.4074074074
27, 19.6428571429
28, 19.8965517241
29, 20.1666666667
30, 20.4516129032
31, 20.75
32, 21.0606060606
33, 21.3823529412
34, 21.7142857143
35, 22.0555555556
36, 22.4054054054
37, 22.7631578947
38, 23.1282051282
39, 23.5
40, 23.8780487805
41, 24.2619047619
42, 24.6511627907
43, 25.0454545455
44, 25.4444444444
45, 25.847826087
46, 26.2553191489
47, 26.6666666667
48, 27.0816326531
49, 27.5
