0, 498.999978789
1, 249.5
2, 166.666666667
3, 125.5
4, 101.0
5, 84.8333333333
6, 73.4285714286
7, 65.0
8, 58.5555555556
9, 53.5
10, 49.4545454545
11, 46.1666666667
12, 43.4615384615
13, 41.2142857143
14, 39.3333333333
15, 37.75
16, 36.4117647059
17, 35.2777777778
18, 34.3157894737
19, 33.5
20, 32.8095238095
21, 32.2272727273
22, 31.7391304348
23, 31.3333333333
24, 31.0
25, 30.7307692308
26, 30.5185185185
27, 30.3571428571
28, 30.2413793103
29, 30.1666666667
30, 30.1290322581
31, 30.125
32, 30.1515151515
33, 30.2058823529
34, 30.2857142857
35, 30.3888888889
36, 30.5135135135
37, 30.6578947368
38, 30.8205128205
39, 31.0
40, 31.1951219512
41, 31.4047619048
42, 31.6279069767
43, 31.8636363636
44, 32.1111111111
45, 32.3695652174
46, 32.6382978723
47, 32.9166666667
48, 33.2040816327
49, 33.5
